,salesdate,netsales
102937,2024-09-12,838.4
102938,2024-09-13,410.05
102939,2024-09-14,710.3
102940,2024-09-17,710.75
102941,2024-09-18,425.6
102942,2024-09-19,526.85
102943,2024-09-20,199.3
102944,2024-09-21,1106.15
102945,2024-09-22,619.25
102946,2024-09-24,302.65
102947,2024-09-25,392.75
102948,2024-09-26,632.0
102949,2024-09-27,936.95
102950,2024-09-28,580.05
102951,2024-09-29,1145.75
102952,2024-10-01,796.1
102953,2024-10-02,138.8
102954,2024-10-03,486.05
102955,2024-10-04,437.6
102956,2024-10-05,1304.1
102957,2024-10-06,1142.0
102958,2024-10-09,602.45
102959,2024-10-10,227.85
102960,2024-10-11,264.15
102961,2024-10-12,777.5
102962,2024-10-13,1067.8
102963,2024-10-15,706.75
102964,2024-10-16,124.7
102965,2024-10-17,523.9
102966,2024-10-18,676.8
102967,2024-10-19,750.1
102968,2024-10-20,624.85
102969,2024-10-22,448.75
102970,2024-10-23,350.3
102971,2024-10-24,224.35
102972,2024-10-25,648.5
102973,2024-10-26,986.55
102974,2024-10-27,1099.2
102975,2024-10-29,166.2
102976,2024-10-30,718.1
102977,2024-10-31,799.5
102978,2024-11-01,505.7
102979,2024-11-02,878.55
102980,2024-11-03,1294.9
102981,2024-11-05,199.0
102982,2024-11-06,895.25
102983,2024-11-07,1075.45
102984,2024-11-08,237.1
102985,2024-11-09,537.3
102986,2024-11-10,365.9
102987,2024-11-12,584.8
102988,2024-11-13,224.9
102989,2024-11-14,487.0
102990,2024-11-15,785.35
102991,2024-11-16,616.15
102992,2024-11-18,122.25
102993,2024-11-20,855.55
102994,2024-11-21,122.6
102995,2024-11-22,505.15
102996,2024-11-23,299.15
102997,2024-11-24,319.0
102998,2024-11-26,727.75
102999,2024-11-27,262.25
103000,2024-11-28,551.65
103001,2024-11-29,201.95
103002,2024-11-30,847.55
103003,2024-12-01,900.8
103004,2024-12-03,58.85
103005,2024-12-04,36.2
103006,2024-12-05,933.1
103007,2024-12-06,1063.8
103008,2024-12-07,524.8
103009,2024-12-08,940.35
103010,2024-12-10,302.8
103011,2024-12-11,798.25
103012,2024-12-12,322.4
103013,2024-12-13,78.95
103014,2024-12-14,1658.45
103015,2024-12-15,1453.35
103016,2024-12-17,391.3
103017,2024-12-18,373.5
103018,2024-12-19,830.25
103019,2024-12-20,802.85
103020,2024-12-21,547.1
103021,2024-12-22,1237.9
103022,2024-12-23,110.0
103023,2024-12-24,563.05
103024,2024-12-25,657.8
103025,2024-12-26,947.4
103026,2024-12-27,1241.5
103027,2024-12-28,1093.4
103028,2024-12-29,824.7
103029,2024-12-31,738.75
103291,2024-01-02,1019.85
103292,2024-01-03,192.8
103293,2024-01-04,516.95
103294,2024-01-05,411.7
103295,2024-01-06,1724.15
103296,2024-01-07,1483.95
103297,2024-01-09,226.0
103298,2024-01-10,1650.55
103299,2024-01-11,1194.65
103300,2024-01-12,1160.3
103301,2024-01-13,1540.95
103302,2024-01-14,2149.95
103303,2024-01-16,385.95
103304,2024-01-17,179.7
103305,2024-01-18,633.45
103306,2024-01-19,1477.9
103307,2024-01-20,1458.5
103308,2024-01-21,964.7
103309,2024-01-23,401.35
103310,2024-01-24,394.55
103311,2024-01-25,1035.3
103312,2024-01-26,1505.5
103313,2024-01-27,791.75
103314,2024-01-28,1280.3
103315,2024-01-30,367.1
103316,2024-01-31,1758.95
103317,2024-02-01,1176.55
103318,2024-02-02,2432.0
103319,2024-02-03,1445.35
103320,2024-02-04,1255.5
103321,2024-02-06,1247.35
103322,2024-02-07,484.7
103323,2024-02-08,1947.4
103324,2024-02-09,3664.0
103325,2024-02-13,774.45
103326,2024-02-14,899.4
103327,2024-02-15,613.15
103328,2024-02-16,1785.35
103329,2024-02-17,1760.6
103330,2024-02-18,1871.7
103331,2024-02-20,1434.5
103332,2024-02-21,730.1
103333,2024-02-23,2058.1
103334,2024-02-24,5979.9
103335,2024-02-25,931.6
103336,2024-02-27,646.1
103337,2024-02-28,524.35
103338,2024-02-29,1559.4
103339,2024-03-01,843.3
103340,2024-03-02,1053.1
103341,2024-03-03,1264.45
103342,2024-03-05,1410.95
103343,2024-03-06,456.3
103344,2024-03-07,1346.8
103345,2024-03-08,1021.5
103346,2024-03-09,559.75
103347,2024-03-10,1036.95
103348,2024-03-12,900.85
103349,2024-03-13,1095.65
103350,2024-03-14,100.0
103351,2024-03-15,1918.2
103352,2024-03-16,2093.6
103353,2024-03-17,948.55
103354,2024-03-19,1222.85
103355,2024-03-20,617.65
103356,2024-03-21,765.65
103357,2024-03-22,1243.8
103358,2024-03-23,1741.75
103359,2024-03-24,907.5
103360,2024-03-26,375.6
103361,2024-03-27,1078.6
103362,2024-03-28,1378.5
103363,2024-03-29,1358.6
103364,2024-03-30,2390.45
103365,2024-03-31,1662.75
103366,2024-04-02,952.55
103367,2024-04-03,414.4
103368,2024-04-04,2015.7
103369,2024-04-05,1106.9
103370,2024-04-06,1240.1
103371,2024-04-07,2443.4
103372,2024-04-08,95.0
103373,2024-04-09,868.25
103374,2024-04-14,891.35
103375,2024-04-16,551.5
103376,2024-04-17,337.55
103377,2024-04-18,129.6
103378,2024-04-19,1472.7
103379,2024-04-20,666.7
103380,2024-04-21,1805.1
103381,2024-04-23,918.5
103382,2024-04-24,849.5
103383,2024-04-25,639.2
103384,2024-04-26,986.45
103385,2024-04-27,2109.75
103386,2024-04-28,1513.8
103387,2024-04-30,669.7
103388,2024-05-01,971.4
103389,2024-05-02,947.65
103390,2024-05-03,849.0
103391,2024-05-04,929.85
103392,2024-05-05,913.85
103393,2024-05-07,574.85
103394,2024-05-08,427.05
103395,2024-05-09,365.2
103396,2024-05-10,462.55
103397,2024-05-11,1626.55
103398,2024-05-12,1352.3
103399,2024-05-14,542.8
103400,2024-05-15,525.0
103401,2024-05-16,1136.1
103402,2024-05-17,296.9
103403,2024-05-18,1490.0
103404,2024-05-19,559.8
103405,2024-05-21,74.2
103406,2024-05-22,1245.9
103407,2024-05-24,415.0
103408,2024-05-25,414.1
103409,2024-05-26,1064.2
103410,2024-05-28,475.95
103411,2024-05-29,1320.45
103412,2024-05-30,746.45
103413,2024-05-31,998.75
103414,2024-06-01,1951.2
103415,2024-06-02,720.45
103416,2024-06-04,160.95
103417,2024-06-05,496.4
103418,2024-06-06,927.1
103419,2024-06-07,658.6
103420,2024-06-08,1122.3
103421,2024-06-09,1287.45
103422,2024-06-11,621.95
103423,2024-06-12,497.65
103424,2024-06-13,622.95
103425,2024-06-14,562.0
103426,2024-06-15,444.55
103427,2024-06-16,873.65
103428,2024-06-19,231.2
103429,2024-06-20,575.5
103430,2024-06-21,1291.65
103431,2024-06-22,1718.45
103432,2024-06-23,686.5
103433,2024-06-24,186.0
103434,2024-06-25,647.55
103435,2024-06-26,510.85
103436,2024-06-27,331.15
103437,2024-06-28,425.65
103438,2024-06-29,918.4
103439,2024-06-30,491.5
103440,2024-07-01,179.9
103441,2024-07-02,907.3
103442,2024-07-03,89.2
103443,2024-07-04,666.5
103444,2024-07-05,1066.8
103445,2024-07-06,819.85
103446,2024-07-07,1433.7
103447,2024-07-09,248.4
103448,2024-07-10,433.55
103449,2024-07-11,214.5
103450,2024-07-12,662.7
103451,2024-07-13,620.05
103452,2024-07-14,1041.35
103453,2024-07-16,289.75
103454,2024-07-17,492.2
103455,2024-07-18,536.35
103456,2024-07-19,739.7
103457,2024-07-20,680.05
103458,2024-07-21,385.2
103459,2024-07-23,524.1
103460,2024-07-24,103.0
103461,2024-07-25,788.3
103462,2024-07-26,588.0
103463,2024-07-27,939.5
103464,2024-07-28,908.95
103465,2024-07-30,266.8
103466,2024-07-31,1640.45
103467,2024-08-01,301.5
103468,2024-08-02,593.15
103469,2024-08-03,1105.45
103470,2024-08-04,278.2
103471,2024-08-06,1064.5
103472,2024-08-07,357.35
103473,2024-08-08,196.3
103474,2024-08-09,500.3
103475,2024-08-10,441.05
103476,2024-08-11,358.6
103477,2024-08-13,755.05
103478,2024-08-14,454.2
103479,2024-08-15,603.2
103480,2024-08-16,902.75
103481,2024-08-17,397.75
103482,2024-08-18,788.2
103483,2024-08-20,599.7
103484,2024-08-21,402.25
103485,2024-08-22,372.0
103486,2024-08-23,766.0
103487,2024-08-24,1096.5
103488,2024-08-25,830.0
103489,2024-08-27,314.5
103490,2024-08-28,1165.3
103491,2024-08-29,848.45
103492,2024-08-30,832.8
103493,2024-08-31,958.45
103494,2024-09-01,575.75
103495,2024-09-03,226.5
103496,2024-09-04,831.5
103497,2024-09-05,888.05
103498,2024-09-06,200.15
103499,2024-09-07,1327.9
103500,2024-09-08,582.6
103501,2024-09-10,507.95
103502,2024-09-11,203.0
103503,2024-09-12,838.4
103504,2024-09-13,410.05
103505,2024-09-14,710.3
103506,2024-09-17,710.75
103507,2024-09-18,425.6
103508,2024-09-19,526.85
103509,2024-09-20,199.3
103510,2024-09-21,1106.15
103511,2024-09-22,619.25
103512,2024-09-24,302.65
103513,2024-09-25,392.75
103514,2024-09-26,632.0
103515,2024-09-27,936.95
103516,2024-09-28,580.05
103517,2024-09-29,1145.75
103518,2024-10-01,796.1
103519,2024-10-02,138.8
103520,2024-10-03,486.05
103521,2024-10-04,437.6
103522,2024-10-05,1304.1
103523,2024-10-06,1142.0
103524,2024-10-09,602.45
103525,2024-10-10,227.85
103526,2024-10-11,264.15
103527,2024-10-12,777.5
103528,2024-10-13,1067.8
103529,2024-10-15,706.75
103530,2024-10-16,124.7
103531,2024-10-17,523.9
103532,2024-10-18,676.8
103533,2024-10-19,750.1
103534,2024-10-20,624.85
103535,2024-10-22,448.75
103536,2024-10-23,350.3
103537,2024-10-24,224.35
103538,2024-10-25,648.5
103539,2024-10-26,986.55
103540,2024-10-27,1099.2
103541,2024-10-29,166.2
103542,2024-10-30,718.1
103543,2024-10-31,799.5
103544,2024-11-01,505.7
103545,2024-11-02,878.55
103546,2024-11-03,1294.9
103547,2024-11-05,199.0
103548,2024-11-06,895.25
103549,2024-11-07,1075.45
103550,2024-11-08,237.1
103551,2024-11-09,537.3
103552,2024-11-10,365.9
103553,2024-11-12,584.8
103554,2024-11-13,224.9
103555,2024-11-14,487.0
103556,2024-11-15,785.35
103557,2024-11-16,616.15
103558,2024-11-18,122.25
103559,2024-11-20,855.55
103560,2024-11-21,122.6
103561,2024-11-22,505.15
103562,2024-11-23,299.15
103563,2024-11-24,319.0
103564,2024-11-26,727.75
103565,2024-11-27,262.25
103566,2024-11-28,551.65
103567,2024-11-29,201.95
103568,2024-11-30,847.55
103569,2024-12-01,900.8
104542,2024-04-26,0.0
104919,2024-01-01,4348.9
104920,2024-01-02,3261.2
104921,2024-01-03,3658.0
104922,2024-01-04,3670.6
104923,2024-01-05,3251.25
104924,2024-01-06,2778.9
104925,2024-01-07,137.7
104926,2024-01-08,3236.45
104927,2024-01-09,2378.5
104928,2024-01-10,3614.75
104929,2024-01-11,2413.9
104930,2024-01-12,44.2
104931,2024-01-13,0.0
104932,2024-01-14,0.0
104933,2024-01-15,2261.5
104934,2024-01-16,3275.4
104935,2024-01-17,2631.9
104936,2024-01-18,3086.2
104937,2024-01-19,2156.15
104938,2024-01-20,2162.6
104939,2024-01-21,2755.05
104940,2024-01-22,2427.3
104941,2024-01-23,3197.8
104942,2024-01-24,2860.65
104943,2024-01-25,2788.95
104944,2024-01-26,3145.95
104945,2024-01-27,3914.9
104946,2024-01-28,3038.15
104947,2024-01-29,3396.25
104948,2024-01-30,2197.95
104949,2024-01-31,3103.1
104950,2024-02-01,3134.1
104951,2024-02-02,3312.05
104952,2024-02-03,2821.45
104953,2024-02-04,3426.4
104954,2024-02-05,3079.4
104955,2024-02-06,2977.95
104956,2024-02-07,2789.15
104957,2024-02-08,2656.1
104958,2024-02-09,2098.15
104959,2024-02-10,3161.8
104960,2024-02-11,151.75
104961,2024-02-12,3414.3
104962,2024-02-13,2728.5
104963,2024-02-14,2127.85
104964,2024-02-15,2669.15
104965,2024-02-16,2949.45
104966,2024-02-17,2914.85
104967,2024-02-18,2797.7
104968,2024-02-19,2621.9
104969,2024-02-20,2132.15
104970,2024-02-21,2579.85
104971,2024-02-22,2839.4
104972,2024-02-23,4041.15
104973,2024-02-24,2545.2
104974,2024-02-25,2640.65
104975,2024-02-26,2969.4
104976,2024-02-27,2574.4
104977,2024-02-28,2829.3
104978,2024-02-29,3970.3
104979,2024-03-01,2801.0
104980,2024-03-02,2060.7
104981,2024-03-03,2896.45
104982,2024-03-04,3056.35
104983,2024-03-05,2709.3
104984,2024-03-06,3655.6
104985,2024-03-07,2649.35
104986,2024-03-08,2618.35
104987,2024-03-09,2912.15
104988,2024-03-10,24.75
104989,2024-03-11,3120.05
104990,2024-03-12,1425.7
104991,2024-03-13,515.1
104992,2024-03-14,212.4
104993,2024-03-15,333.5
104994,2024-03-16,343.55
104995,2024-03-17,445.5
104996,2024-03-18,842.0
104997,2024-03-19,369.65
104998,2024-03-20,652.6
104999,2024-03-21,568.05
105000,2024-03-22,402.35
105001,2024-03-23,822.15
105002,2024-03-24,759.2
105003,2024-03-25,759.5
105004,2024-03-26,679.6
105005,2024-03-27,636.55
105006,2024-03-28,559.25
105007,2024-03-29,841.15
105008,2024-03-30,506.2
105009,2024-03-31,838.75
105010,2024-04-01,861.1
105011,2024-04-02,804.3
105012,2024-04-03,1135.0
105013,2024-04-04,1211.6
105014,2024-04-05,1071.35
105015,2024-04-06,802.6
105016,2024-04-07,500.7
105017,2024-04-08,53.7
105018,2024-04-10,0.0
105019,2024-04-15,3693.6
105020,2024-04-16,2524.95
105021,2024-04-17,3486.5
105022,2024-04-18,2439.75
105023,2024-04-19,3833.2
105024,2024-04-20,2285.6
105025,2024-04-21,2922.8
105026,2024-04-22,3154.65
105027,2024-04-23,2294.95
105028,2024-04-24,2772.7
105029,2024-04-25,1698.3
105030,2024-04-26,4600.85
105031,2024-04-27,1931.0
105032,2024-04-28,2259.9
105033,2024-04-29,2670.1
105034,2024-04-30,2809.75
105035,2024-05-01,2309.4
105036,2024-05-02,3016.95
105037,2024-05-03,2928.7
105038,2024-05-04,2379.05
105039,2024-05-05,1909.7
105040,2024-05-06,3309.9
105041,2024-05-07,2041.55
105042,2024-05-08,2326.75
105043,2024-05-09,3026.25
105044,2024-05-10,3025.4
105045,2024-05-11,2760.8
105046,2024-05-12,23.4
105047,2024-05-13,2576.75
105048,2024-05-14,2612.55
105049,2024-05-15,1960.2
105050,2024-05-16,2446.75
105051,2024-05-17,2444.75
105052,2024-05-18,2597.45
105053,2024-05-19,2384.55
105054,2024-05-20,2474.25
105055,2024-05-21,2895.15
105056,2024-05-22,2815.65
105057,2024-05-23,2383.3
105058,2024-05-24,3063.65
105059,2024-05-25,2480.45
105060,2024-05-26,3324.4
105061,2024-05-27,3254.45
105062,2024-05-28,3051.7
105063,2024-05-29,3313.65
105064,2024-05-30,3438.5
105065,2024-05-31,3020.35
105066,2024-06-01,137.4
105067,2024-06-03,0.0
105068,2024-06-05,2322.95
105069,2024-06-06,2008.25
105070,2024-06-07,3421.85
105071,2024-06-08,1595.05
105072,2024-06-09,3400.6
105073,2024-06-10,2499.25
105074,2024-06-11,2003.25
105075,2024-06-12,2449.3
105076,2024-06-13,2544.45
105077,2024-06-14,3110.0
105078,2024-06-15,2644.6
105079,2024-06-16,2353.8
105080,2024-06-17,0.0
105081,2024-06-19,3329.3
105082,2024-06-20,2433.75
105083,2024-06-21,2976.05
105084,2024-06-22,2505.4
105085,2024-06-23,2980.45
105086,2024-06-24,2941.35
105087,2024-06-25,2215.7
105088,2024-06-26,2629.35
105089,2024-06-27,2391.4
105090,2024-06-28,2525.3
105091,2024-06-29,2980.25
105092,2024-06-30,1800.7
105093,2024-07-01,2592.6
105094,2024-07-02,1751.4
105095,2024-07-03,2417.85
105096,2024-07-04,2234.65
105097,2024-07-05,2234.05
105098,2024-07-06,2439.8
105099,2024-07-07,1617.65
105100,2024-07-08,2510.9
105101,2024-07-09,2044.9
105102,2024-07-10,1962.3
105103,2024-07-11,2619.2
105104,2024-07-12,2441.45
105105,2024-07-13,2204.35
105106,2024-07-14,89.7
105107,2024-07-15,2260.55
105108,2024-07-16,2836.3
105109,2024-07-17,1611.6
105110,2024-07-18,2101.15
105111,2024-07-19,2268.7
105112,2024-07-20,2324.3
105113,2024-07-21,1706.55
105114,2024-07-22,1901.75
105115,2024-07-23,2198.9
105116,2024-07-24,1829.65
105117,2024-07-25,2530.05
105118,2024-07-26,2226.9
105119,2024-07-27,1038.7
105120,2024-07-28,3654.45
105121,2024-07-29,2321.8
105122,2024-07-30,2549.35
105123,2024-07-31,1347.75
105124,2024-08-01,1734.25
105125,2024-08-02,1928.9
105126,2024-08-03,1230.8
105127,2024-08-04,1689.75
105128,2024-08-05,1438.55
105129,2024-08-06,1612.75
105130,2024-08-07,2070.35
105131,2024-08-08,885.2
105132,2024-08-09,3095.9
105133,2024-08-10,1956.5
105134,2024-08-11,1476.4
105135,2024-08-12,1863.35
105136,2024-08-13,1418.85
105137,2024-08-14,2102.75
105138,2024-08-15,1308.4
105139,2024-08-16,1589.2
105140,2024-08-17,1482.4
105141,2024-08-18,69.75
105142,2024-08-19,1826.3
105143,2024-08-20,1302.8
105144,2024-08-21,2252.25
105145,2024-08-22,1780.1
105146,2024-08-23,1508.5
105147,2024-08-24,3086.05
105148,2024-08-25,1508.85
105149,2024-08-26,1555.9
105150,2024-08-27,1138.7
105151,2024-08-28,1886.0
105152,2024-08-29,2110.95
105153,2024-08-30,2707.9
105154,2024-08-31,2120.8
105155,2024-09-01,2287.6
105156,2024-09-02,1715.0
105157,2024-09-03,1952.4
105158,2024-09-04,1255.65
105159,2024-09-05,1684.3
105160,2024-09-06,1863.25
105161,2024-09-07,1627.3
105162,2024-09-08,1079.5
105163,2024-09-09,2049.0
105164,2024-09-10,1381.3
105165,2024-09-11,1496.0
105166,2024-09-12,1940.2
105167,2024-09-13,2199.05
105168,2024-09-14,1618.05
105169,2024-09-15,55.1
105170,2024-09-16,1483.6
105171,2024-09-17,1351.9
105172,2024-09-18,1885.4
105173,2024-09-19,2002.85
105174,2024-09-20,1503.85
105175,2024-09-21,1729.55
105176,2024-09-22,962.95
105177,2024-09-23,974.6
105178,2024-09-24,1270.1
105179,2024-09-25,1182.05
105180,2024-09-26,1402.9
105181,2024-09-27,2155.7
105182,2024-09-28,1976.7
105183,2024-09-29,1565.2
105184,2024-09-30,1978.9
105185,2024-10-01,1856.4
105186,2024-10-02,1762.5
105187,2024-10-03,1525.8
105188,2024-10-04,1788.4
105189,2024-10-05,1450.75
105190,2024-10-06,1286.8
105191,2024-10-07,0.0
105192,2024-10-08,0.0
105569,2024-01-01,4348.9
105570,2024-01-02,3261.2
105571,2024-01-03,3658.0
105572,2024-01-04,3670.6
105573,2024-01-05,3251.25
105574,2024-01-06,2778.9
105575,2024-01-07,137.7
105576,2024-01-08,3236.45
105577,2024-01-09,2378.5
105578,2024-01-10,3614.75
105579,2024-01-11,2413.9
105580,2024-01-12,44.2
105581,2024-01-13,0.0
105582,2024-01-14,0.0
105583,2024-01-15,2261.5
105584,2024-01-16,3275.4
105585,2024-01-17,2631.9
105586,2024-01-18,3086.2
105587,2024-01-19,2156.15
105588,2024-01-20,2162.6
105589,2024-01-21,2755.05
105590,2024-01-22,2427.3
105591,2024-01-23,3197.8
105592,2024-01-24,2860.65
105593,2024-01-25,2788.95
105594,2024-01-26,3145.95
105595,2024-01-27,3914.9
105596,2024-01-28,3038.15
105597,2024-01-29,3396.25
105598,2024-01-30,2197.95
105599,2024-01-31,3103.1
105600,2024-02-01,3134.1
105601,2024-02-02,3312.05
105602,2024-02-03,2821.45
105603,2024-02-04,3426.4
105604,2024-02-05,3079.4
105605,2024-02-06,2977.95
105606,2024-02-07,2789.15
105607,2024-02-08,2656.1
105608,2024-02-09,2098.15
105609,2024-02-10,3161.8
105610,2024-02-11,151.75
105611,2024-02-12,3414.3
105612,2024-02-13,2728.5
105613,2024-02-14,2127.85
105614,2024-02-15,2669.15
105615,2024-02-16,2949.45
105616,2024-02-17,2914.85
105617,2024-02-18,2797.7
105618,2024-02-19,2621.9
105619,2024-02-20,2132.15
105620,2024-02-21,2579.85
105621,2024-02-22,2839.4
105622,2024-02-23,4041.15
105623,2024-02-24,2545.2
105624,2024-02-25,2640.65
105625,2024-02-26,2969.4
105626,2024-02-27,2574.4
105627,2024-02-28,2829.3
105628,2024-02-29,3970.3
105629,2024-03-01,2801.0
105630,2024-03-02,2060.7
105631,2024-03-03,2896.45
105632,2024-03-04,3056.35
105633,2024-03-05,2709.3
105634,2024-03-06,3655.6
105635,2024-03-07,2649.35
105636,2024-03-08,2618.35
105637,2024-03-09,2912.15
105638,2024-03-10,24.75
105639,2024-03-11,3120.05
105640,2024-03-12,1425.7
105641,2024-03-13,515.1
105642,2024-03-14,212.4
105643,2024-03-15,333.5
105644,2024-03-16,343.55
105645,2024-03-17,445.5
105646,2024-03-18,842.0
105647,2024-03-19,369.65
105648,2024-03-20,652.6
105649,2024-03-21,568.05
105650,2024-03-22,402.35
105651,2024-03-23,822.15
105652,2024-03-24,759.2
105653,2024-03-25,759.5
105654,2024-03-26,679.6
105655,2024-03-27,636.55
105656,2024-03-28,559.25
105657,2024-03-29,841.15
105658,2024-03-30,506.2
105659,2024-03-31,838.75
105660,2024-04-01,861.1
105661,2024-04-02,804.3
105662,2024-04-03,1135.0
105663,2024-04-04,1211.6
105664,2024-04-05,1071.35
105665,2024-04-06,802.6
105666,2024-04-07,500.7
105667,2024-04-08,53.7
105668,2024-04-10,0.0
105669,2024-04-15,3693.6
105670,2024-04-16,2524.95
105671,2024-04-17,3486.5
105672,2024-04-18,2439.75
105673,2024-04-19,3833.2
105674,2024-04-20,2285.6
105675,2024-04-21,2922.8
105676,2024-04-22,3154.65
105677,2024-04-23,2294.95
105678,2024-04-24,2772.7
105679,2024-04-25,1698.3
105680,2024-04-26,4600.85
105681,2024-04-27,1931.0
105682,2024-04-28,2259.9
105683,2024-04-29,2670.1
105684,2024-04-30,2809.75
105685,2024-05-01,2309.4
105686,2024-05-02,3016.95
105687,2024-05-03,2928.7
105688,2024-05-04,2379.05
105689,2024-05-05,1909.7
105690,2024-05-06,3309.9
105691,2024-05-07,2041.55
105692,2024-05-08,2326.75
105693,2024-05-09,3026.25
105694,2024-05-10,3025.4
105695,2024-05-11,2760.8
105696,2024-05-12,23.4
105697,2024-05-13,2576.75
105698,2024-05-14,2612.55
105699,2024-05-15,1960.2
105700,2024-05-16,2446.75
105701,2024-05-17,2444.75
105702,2024-05-18,2597.45
105703,2024-05-19,2384.55
105704,2024-05-20,2474.25
105705,2024-05-21,2895.15
105706,2024-05-22,2815.65
105707,2024-05-23,2383.3
105708,2024-05-24,3063.65
105709,2024-05-25,2480.45
105710,2024-05-26,3324.4
105711,2024-05-27,3254.45
105712,2024-05-28,3051.7
105713,2024-05-29,3313.65
105714,2024-05-30,3438.5
105715,2024-05-31,3020.35
105716,2024-06-01,137.4
105717,2024-06-03,0.0
105718,2024-06-05,2322.95
105719,2024-06-06,2008.25
105720,2024-06-07,3421.85
105721,2024-06-08,1595.05
105722,2024-06-09,3400.6
105723,2024-06-10,2499.25
105724,2024-06-11,2003.25
105725,2024-06-12,2449.3
105726,2024-06-13,2544.45
105727,2024-06-14,3110.0
105728,2024-06-15,2644.6
105729,2024-06-16,2353.8
105730,2024-06-17,0.0
105731,2024-06-19,3329.3
105732,2024-06-20,2433.75
105733,2024-06-21,2976.05
105734,2024-06-22,2505.4
105735,2024-06-23,2980.45
105736,2024-06-24,2941.35
105737,2024-06-25,2215.7
105738,2024-06-26,2629.35
105739,2024-06-27,2391.4
105740,2024-06-28,2525.3
105741,2024-06-29,2980.25
105742,2024-06-30,1800.7
105743,2024-07-01,2592.6
105744,2024-07-02,1751.4
105745,2024-07-03,2417.85
105746,2024-07-04,2234.65
105747,2024-07-05,2234.05
105748,2024-07-06,2439.8
105749,2024-07-07,1617.65
105750,2024-07-08,2510.9
105751,2024-07-09,2044.9
105752,2024-07-10,1962.3
105753,2024-07-11,2619.2
105754,2024-07-12,2441.45
105755,2024-07-13,2204.35
105756,2024-07-14,89.7
105757,2024-07-15,2260.55
105758,2024-07-16,2836.3
105759,2024-07-17,1611.6
105760,2024-07-18,2101.15
105761,2024-07-19,2268.7
105762,2024-07-20,2324.3
105763,2024-07-21,1706.55
105764,2024-07-22,1901.75
105765,2024-07-23,2198.9
105766,2024-07-24,1829.65
105767,2024-07-25,2530.05
105768,2024-07-26,2226.9
105769,2024-07-27,1038.7
105770,2024-07-28,3654.45
105771,2024-07-29,2321.8
105772,2024-07-30,2549.35
105773,2024-07-31,1347.75
105774,2024-08-01,1734.25
105775,2024-08-02,1928.9
105776,2024-08-03,1230.8
105777,2024-08-04,1689.75
105778,2024-08-05,1438.55
105779,2024-08-06,1612.75
105780,2024-08-07,2070.35
105781,2024-08-08,885.2
105782,2024-08-09,3095.9
105783,2024-08-10,1956.5
105784,2024-08-11,1476.4
105785,2024-08-12,1863.35
105786,2024-08-13,1418.85
105787,2024-08-14,2102.75
105788,2024-08-15,1308.4
105789,2024-08-16,1589.2
105790,2024-08-17,1482.4
105791,2024-08-18,69.75
105792,2024-08-19,1826.3
105793,2024-08-20,1302.8
105794,2024-08-21,2252.25
105795,2024-08-22,1780.1
105796,2024-08-23,1508.5
105797,2024-08-24,3086.05
105798,2024-08-25,1508.85
105799,2024-08-26,1555.9
105800,2024-08-27,1138.7
105801,2024-08-28,1886.0
105802,2024-08-29,2110.95
105803,2024-08-30,2707.9
105804,2024-08-31,2120.8
105805,2024-09-01,2287.6
105806,2024-09-02,1715.0
105807,2024-09-03,1952.4
105808,2024-09-04,1255.65
105809,2024-09-05,1684.3
105810,2024-09-06,1863.25
105811,2024-09-07,1627.3
105812,2024-09-08,1079.5
105813,2024-09-09,2049.0
105814,2024-09-10,1381.3
105815,2024-09-11,1496.0
105816,2024-09-12,1940.2
105817,2024-09-13,2199.05
105818,2024-09-14,1618.05
105819,2024-09-15,55.1
105820,2024-09-16,1483.6
105821,2024-09-17,1351.9
105822,2024-09-18,1885.4
105823,2024-09-19,2002.85
105824,2024-09-20,1503.85
105825,2024-09-21,1729.55
105826,2024-09-22,962.95
105827,2024-09-23,974.6
105828,2024-09-24,1270.1
105829,2024-09-25,1182.05
105830,2024-09-26,1402.9
105831,2024-09-27,2155.7
105832,2024-09-28,1976.7
105833,2024-09-29,1565.2
105834,2024-09-30,1978.9
105835,2024-10-01,1856.4
105836,2024-10-02,1762.5
105837,2024-10-03,1525.8
105838,2024-10-04,1788.4
105839,2024-10-05,1450.75
105840,2024-10-06,1286.8
105841,2024-10-07,0.0
105842,2024-10-08,0.0
105843,2024-02-27,135.0
105844,2024-02-28,46.3
105845,2024-03-01,123.0
105846,2024-03-02,160.1
105847,2024-03-03,253.5
105848,2024-03-04,117.6
105849,2024-03-05,181.6
105850,2024-03-06,81.6
105851,2024-03-08,72.6
105852,2024-03-09,161.5
105853,2024-03-10,93.7
105854,2024-03-11,116.8
105855,2024-03-12,187.7
105856,2024-03-13,95.4
105857,2024-03-16,8.1
105858,2024-03-20,113.1
105859,2024-03-22,114.0
105860,2024-03-23,58.2
105861,2024-03-24,78.4
105862,2024-03-25,49.3
105863,2024-03-26,3.1
105864,2024-03-27,83.3
105865,2024-03-28,33.3
105866,2024-03-30,11.7
105867,2024-03-31,28.8
105868,2024-04-01,114.8
105869,2024-04-02,150.6
105870,2024-04-03,90.6
105871,2024-04-05,2.0
105872,2024-04-06,18.9
105873,2024-04-08,16.0
105874,2024-04-10,86.9
105875,2024-04-11,50.1
105876,2024-04-12,22.5
105877,2024-04-13,37.9
105878,2024-04-15,96.4
105879,2024-04-16,84.4
105880,2024-04-19,10.6
